source_medium	campaignName	campaignKeyword	deviceType_standard	day_of_week	campaignContent	nb_conversions	nb_visits	conversion_rate
www.google.ru/organic	not_set	not_set	Tablet	Четверг	not_set	18	67	26.87
googleads.g.doubleclick.net/referral	not_set	not_set	not_set	not_set	none	25	219	11.42
yandex/cpc	not_set	подарочные корзины на 8 марта	Desktop	Среда	not_set	21	46	45.65
none	33205642.podarki_zhenshchinam_rf_poisk	not_set	Mobile	Среда	not_set	50	226	22.12
none	not_set	not_set	not_set	Суббота	recept	246	709	34.7
confaelshop.ru/direct entry	not_set	not_set	Tablet	not_set	not_set	78	168	46.43
away.vk.com/referral	not_set	not_set	not_set	Суббота	not_set	27	65	41.54
none	not_set	not_set	Desktop	Вторник	none	1110	1509	73.56
none	not_set	букет из конфет	not_set	not_set	not_set	117	285	41.05
none	not_set	букет из шоколада	not_set	not_set	not_set	7	27	25.93
yandex/cpc	not_set	что купить на 8 марта	not_set	Четверг	not_set	9	25	36
none	32725024.medali__mo_poisk	not_set	not_set	not_set	not_set	17	30	56.67
www.google.com/organic	not_set	not_set	Mobile	Суббота	not_set	115	378	30.42
yandex/cpc	not_set	необычные подарки на 8 марта	Mobile	Суббота	not_set	15	30	50
none	not_set	подарок на 8 марта девушке	Mobile	Четверг	not_set	4	23	17.39
yandex.ru/organic	not_set	none	Mobile	Пятница	not_set	21	35	60
google/cpc	adwords	not_set	Mobile	Среда	not_set	27	186	14.52
googleads.g.doubleclick.net/campaigns	adwords (text)	not_set	Other	Четверг	not_set	3	24	12.5
yandex/cpc	not_set	not_set	not_set	not_set	none	37	78	47.44
google/cpc	not_set	not_set	not_set	Пятница	none	8	48	16.67
none	not_set	not_set	Tablet	not_set	not_set	1796	4161	43.16
www.confael.ru/referral	not_set	not_set	Tablet	Суббота	none	94	62	151.61
www.google.ru/organic	not_set	not_set	Desktop	Четверг	none	120	431	27.84
www.google.com/organic	not_set	not_set	not_set	Четверг	not_set	91	413	22.03
none	not_set	что можно подарить учительнице на 8 марта	not_set	not_set	not_set	7	30	23.33
yandex/cpc	not_set	оригинальные подарки на 8 марта	not_set	Суббота	not_set	24	65	36.92
googleads.g.doubleclick.net/campaigns	not_set	(adwords) sbank-gid.ru	not_set	Пятница	not_set	1	24	4.17
none	not_set	not_set	Other	Суббота	not_set	45	133	33.83
yandex/cpc	32725062.bukety_mo_set	not_set	not_set	not_set	not_set	14	55	25.45
none	not_set	подарить девушке	Desktop	Воскресенье	not_set	11	42	26.19
yandex/cpc	not_set	подарки на 8 марта купить	Desktop	Среда	not_set	16	25	64
yandex/cpc	33197318.8_marta_rf_poisk	not_set	Mobile	Суббота	not_set	102	458	22.27
none	33205640.podarki_zhenshchinam_mo_poisk	not_set	Desktop	Вторник	not_set	53	142	37.32
yandex/cpc	32469844.brendovie_rf_poisk	not_set	not_set	Суббота	not_set	60	45	133.33
none	not_set	not_set	not_set	not_set	internet_magazin	58	121	47.93
com.google.android.googlequicksearchbox/organic	not_set	not_set	not_set	Суббота	none	172	495	34.75
confaelshop.ru/direct entry	not_set	not_set	not_set	Среда	none	117	214	54.67
googleads.g.doubleclick.net/campaigns	not_set	not_set	Desktop	not_set	not_set	427	2380	17.94
none	not_set	not_set	Mobile	Воскресенье	shoko_podarki	14	31	45.16
yandex/cpc	not_set	not_set	Mobile	Среда	none	2	22	9.09
im/newsletter	not_set	not_set	not_set	Суббота	not_set	118	99	119.19
none	not_set	подарки девочкам на 8 марта	not_set	Суббота	not_set	18	55	32.73
yandex/cpc	not_set	подарок для мамы	not_set	Четверг	not_set	19	121	15.7
googleads.g.doubleclick.net/campaigns	not_set	(adwords) dnevnyk-uspeha.com	not_set	not_set	not_set	17	55	30.91
none	not_set	подарки на 8 марта коллегам	not_set	not_set	not_set	116	210	55.24
confaelshop.ru/direct entry	not_set	not_set	Desktop	Среда	not_set	57	79	72.15
www.google.ru/organic	not_set	none	Tablet	Среда	not_set	15	45	33.33
yandex/cpc	not_set	оригинальные подарки на 8 марта	Desktop	Суббота	not_set	14	34	41.18
none	not_set	подарки девочкам на 8 марта	Desktop	Понедельник	not_set	9	25	36
none	not_set	(adwords) sadovnikpro.ru	Mobile	Четверг	not_set	9	146	6.16
yandex/cpc	32725060.otkrytki_mo_set	not_set	not_set	not_set	not_set	13	40	32.5
confaelshop.ru/direct entry	none	not_set	Mobile	Четверг	not_set	55	211	26.07
none	none	not_set	Tablet	Пятница	not_set	69	134	51.49
none	32725044.tovarnaya_mo_set	not_set	not_set	Четверг	not_set	75	76	98.68
none	adwords (text)	not_set	not_set	Среда	not_set	52	473	10.99
none	32587236.magaziny_rf_poisk	not_set	not_set	Пятница	not_set	6	28	21.43
com.google.android.googlequicksearchbox/organic	not_set	not_set	not_set	not_set	none	362	1355	26.72
none	not_set	not_set	Other	not_set	not_set	191	658	29.03
none	not_set	not_set	not_set	Четверг	none	1439	5927	24.28
none	not_set	not_set	Desktop	Суббота	shoko_podarki	34	69	49.28
www.confael.ru/referral	not_set	not_set	not_set	Суббота	not_set	763	543	140.52
none/direct entry	not_set	not_set	not_set	Четверг	not_set	157	998	15.73
none	not_set	идеи подарков на 8 марта	not_set	Воскресенье	not_set	11	25	44
googleads.g.doubleclick.net/referral	not_set	none	not_set	Четверг	not_set	3	49	6.12
none	not_set	подарить жене	not_set	Среда	not_set	3	25	12
google/cpc	not_set	(adwords) giftpic.ru	not_set	Среда	not_set	31	201	15.42
none	not_set	подарки женщинам коллегам на 8 марта	not_set	Понедельник	not_set	13	21	61.9
none	not_set	что подарить на 8 марта подруге недорого	not_set	not_set	not_set	3	30	10
yandex/cpc	not_set	что подарить девушке на 8 марта	Desktop	Четверг	not_set	17	115	14.78
googleads.g.doubleclick.net/campaigns	not_set	not_set	Other	Среда	not_set	0	26	0
googleads.g.doubleclick.net/referral	not_set	not_set	Mobile	Четверг	not_set	2	44	4.55
none	32725074.magaziny_mo_set	not_set	Desktop	Суббота	not_set	24	23	104.35
none	32725047.bukety_mo_poisk	not_set	Mobile	Среда	not_set	17	29	58.62
confaelshop.ru/direct entry	none	not_set	not_set	not_set	not_set	850	1661	51.17
none	not_set	not_set	not_set	not_set	podarok_rebenky	3	22	13.64
www.google.com/organic	not_set	not_set	Tablet	not_set	not_set	18	40	45
www.google.com/organic	none	not_set	not_set	Четверг	not_set	91	413	22.03
yandex/cpc	not_set	not_set	Mobile	Суббота	otkrytki_iz_shoko	9	30	30
none	not_set	not_set	Desktop	Пятница	none	390	858	45.45
none	not_set	not_set	Mobile	Среда	naidete	215	1158	18.57
confaelshop.ru/direct entry	not_set	not_set	Tablet	Суббота	none	54	97	55.67
confaelshop.ru/direct entry	not_set	not_set	not_set	Пятница	not_set	77	188	40.96
none	not_set	подарки женщинам на 8 марта	not_set	Понедельник	not_set	25	56	44.64
none	not_set	что купить на 8 марта	not_set	Воскресенье	not_set	17	33	51.52
www.yandex.ru/organic	not_set	not_set	not_set	Суббота	none	25	32	78.12
none/direct entry	not_set	not_set	Tablet	Среда	not_set	12	36	33.33
yandex/cpc	not_set	not_set	Tablet	Воскресенье	not_set	12	30	40
googleads.g.doubleclick.net/campaigns	not_set	not_set	Mobile	Среда	not_set	109	862	12.65
yandex/cpc	not_set	оригинальные подарки на 8 марта	Mobile	Суббота	not_set	6	23	26.09
googleads.g.doubleclick.net/referral	not_set	none	Mobile	Суббота	not_set	15	115	13.04
none	not_set	подарок для девушки	Mobile	Суббота	not_set	13	64	20.31
none	32725044.tovarnaya_mo_set	not_set	Desktop	Четверг	not_set	61	59	103.39
none	none	not_set	Desktop	Вторник	not_set	930	1083	85.87
yandex/cpc	32725047.bukety_mo_poisk	not_set	Mobile	Суббота	not_set	34	62	54.84
none	not_set	оригинальные подарки на 8 марта	not_set	not_set	not_set	72	246	29.27
none	march_solo_box_2018	not_set	not_set	not_set	not_set	202	189	106.88
googleads.g.doubleclick.net/referral	none	not_set	not_set	not_set	not_set	25	219	11.42
none	march_return_money_ac_2018	not_set	not_set	Суббота	not_set	61	34	179.41
none	33197318.8_marta_rf_poisk	not_set	not_set	Вторник	not_set	195	824	23.67
yandex/cpc	not_set	not_set	not_set	not_set	podarok_rebenky	2	24	8.33
yandex/cpc	not_set	not_set	not_set	Пятница	proizvoditelya	20	25	80
yandex/cpc	not_set	not_set	not_set	Четверг	suvenirov	81	111	72.97
im/newsletter	not_set	not_set	Desktop	not_set	not_set	70	59	118.64
none	not_set	not_set	not_set	Среда	not_set	2568	7972	32.21
yandex/cpc	not_set	подарок жене 8 марту	not_set	Четверг	not_set	2	31	6.45
tpc.googlesyndication.com/referral	not_set	none	not_set	Среда	not_set	2	30	6.67
yandex/cpc	not_set	подарить маме	not_set	Среда	not_set	14	122	11.48
none	not_set	что подарить девочке на 8 марта	not_set	Вторник	not_set	2	29	6.9
googleads.g.doubleclick.net/campaigns	not_set	(adwords) karamellka.ru	not_set	not_set	not_set	4	31	12.9
yandex/cpc	not_set	подарить жене	not_set	not_set	not_set	19	109	17.43
vk/cpc	not_set	not_set	Mobile	Суббота	karusel	22	49	44.9
none/direct entry	not_set	not_set	Mobile	Суббота	not_set	273	949	28.77
none	not_set	(adwords) www.youtube.com	Desktop	Суббота	not_set	8	31	25.81
none	not_set	подарок для мамы	Mobile	Воскресенье	not_set	14	36	38.89
www.confael.ru/referral	none	not_set	Tablet	Суббота	not_set	94	62	151.61
www.google.ru/organic	none	not_set	Desktop	Четверг	not_set	120	431	27.84
none	32372870.zhenschiny_spb_poisk	not_set	not_set	Суббота	not_set	8	31	25.81
googleads.g.doubleclick.net/campaigns	adwords	not_set	not_set	Пятница	not_set	111	517	21.47
yandex.ru/referral	not_set	not_set	not_set	not_set	none	18	21	85.71
yandex/cpc	32725023.deti_mo_poisk	not_set	not_set	not_set	not_set	11	63	17.46
none	33416113.8_marta_mo_mkb	not_set	not_set	not_set	not_set	123	116	106.03
yandex/cpc	32372867.brendovie_poisk	not_set	not_set	Среда	not_set	99	69	143.48
tpc.googlesyndication.com/referral	not_set	not_set	not_set	Среда	not_set	2	30	6.67
googleads.g.doubleclick.net/campaigns	not_set	not_set	not_set	Среда	not_set	164	1309	12.53
googleads.g.doubleclick.net/campaigns	not_set	(adwords) magazinnoff.ru	not_set	Пятница	not_set	3	30	10
none	not_set	подарок маме на 8 марта	not_set	Среда	not_set	14	41	34.15
none	not_set	сладкие открытки с днем рождения	not_set	not_set	not_set	17	85	20
googleads.g.doubleclick.net/campaigns	not_set	not_set	Tablet	not_set	not_set	171	1107	15.45
none	not_set	not_set	Other	Вторник	not_set	33	89	37.08
none	not_set	подарок на 8 марта девушке	Desktop	Четверг	not_set	9	27	33.33
none	33205640.podarki_zhenshchinam_mo_poisk	not_set	Desktop	Суббота	not_set	61	149	40.94
none	32725047.bukety_mo_poisk	not_set	Mobile	Суббота	not_set	23	42	54.76
none	not_set	not_set	not_set	Вторник	none	2478	4896	50.61
yandex/cpc	none	not_set	not_set	not_set	not_set	28	63	44.44
none	32389165.brendovie_set	not_set	not_set	not_set	not_set	45	52	86.54
none	not_set	not_set	Mobile	Среда	recept	88	357	24.65
www.google.com/organic	not_set	not_set	not_set	not_set	none	331	1245	26.59
none	not_set	(adwords) katalogika.ru	not_set	not_set	not_set	15	67	22.39
none	not_set	подарки на 8 марта	not_set	not_set	not_set	350	889	39.37
none	33205640.podarki_zhenshchinam_mo_poisk	not_set	not_set	Понедельник	not_set	154	446	34.53
www.confael.ru/referral	not_set	not_set	not_set	Пятница	not_set	218	175	124.57
googleads.g.doubleclick.net/campaigns	not_set	(adwords) magazinnoff.ru	not_set	Суббота	not_set	5	38	13.16
www.google.ru/organic	not_set	not_set	Tablet	Пятница	not_set	11	27	40.74
googleads.g.doubleclick.net/campaigns	not_set	not_set	Other	not_set	not_set	19	117	16.24
none	not_set	подарить девушке	Mobile	Воскресенье	not_set	4	42	9.52
none	not_set	что подарить подруге	Mobile	Четверг	not_set	3	21	14.29
yandex/cpc	not_set	подарки на 8 марта купить	Mobile	Среда	not_set	5	22	22.73
yandex/cpc	not_set	not_set	not_set	Среда	none	25	50	50
im/newsletter	march_8_march_2018	not_set	not_set	not_set	not_set	25	32	78.12
yandex/cpc	not_set	not_set	Mobile	Суббота	internet_mag	30	26	115.38
yandex/cpc	not_set	букет из конфет купить в спб	not_set	not_set	not_set	10	37	27.03
yandex/cpc	not_set	наборы на 8 марта	not_set	not_set	not_set	31	58	53.45
yandex/cpc	not_set	что подарить подруге	not_set	not_set	not_set	17	115	14.78
vk/cpc	not_set	for_woman_7_days	not_set	not_set	not_set	17	32	53.12
googleads.g.doubleclick.net/campaigns	not_set	(adwords) sadovnikpro.ru	not_set	not_set	not_set	16	232	6.9
yandex/cpc	not_set	что подарить свекрови на 8 марта	not_set	not_set	not_set	10	49	20.41
none	adwords	not_set	not_set	Среда	not_set	138	889	15.52
yandex/cpc	33205640.podarki_zhenshchinam_mo_poisk	not_set	not_set	Суббота	not_set	191	640	29.84
yandex/cpc	33197691.8_marta_mo_set	not_set	Tablet	Суббота	not_set	16	34	47.06
yandex/cpc	32725044.tovarnaya_mo_set	not_set	Desktop	Четверг	not_set	58	70	82.86
none	not_set	not_set	not_set	not_set	pomojem	12	87	13.79
yandex/cpc	not_set	что подарить подруге на 8 марта	not_set	Суббота	not_set	18	69	26.09
none/direct entry	not_set	not_set	Desktop	Среда	not_set	38	77	49.35
none	not_set	подарок для девушки	Desktop	Вторник	not_set	12	21	57.14
googleads.g.doubleclick.net/campaigns	not_set	(adwords) www.supertosty.ru	Mobile	Четверг	not_set	3	26	11.54
none	not_set	оригинальные подарки на 8 марта	Desktop	Воскресенье	not_set	14	26	53.85
confaelshop.ru/direct entry	not_set	not_set	not_set	Воскресенье	none	39	46	84.78
yandex/cpc	not_set	not_set	not_set	Среда	pomojem	0	25	0
yandex/cpc	32725021.zabitoe_v_korzine_mo_set	not_set	not_set	not_set	not_set	31	46	67.39
www.google.ru/organic	not_set	not_set	not_set	Воскресенье	not_set	35	98	35.71
yandex/cpc	not_set	подарки коллегам по работе на 8 марта	not_set	not_set	not_set	41	85	48.24
none	not_set	not_set	Desktop	not_set	not_set	10425	18346	56.82
yandex/cpc	32725047.bukety_mo_poisk	not_set	not_set	Среда	not_set	24	51	47.06
none	33197703.8_marta_rf_set	not_set	not_set	Суббота	not_set	29	51	56.86
none	none	not_set	Desktop	Пятница	not_set	291	416	69.95
yandex/cpc	32559838.bukety_poisk	not_set	Desktop	Пятница	not_set	8	21	38.1
confaelshop.ru/direct entry	none	not_set	Tablet	Суббота	not_set	54	97	55.67
yandex/cpc	not_set	not_set	Desktop	Суббота	suvenirov	68	87	78.16
yandex/cpc	not_set	not_set	Mobile	Четверг	shoko_podarki	14	39	35.9
none	not_set	подарки женщинам на 8 марта	Desktop	Среда	not_set	11	30	36.67
none	not_set	подарки женщинам на 8 марта	Mobile	Вторник	not_set	9	28	32.14
none/direct entry	not_set	not_set	Mobile	Среда	not_set	121	505	23.96
www.google.com/organic	not_set	not_set	not_set	Суббота	none	129	433	29.79
yandex/cpc	not_set	подарки на 8 марта купить	not_set	Суббота	not_set	53	95	55.79
none	not_set	подарки на 8 марта	not_set	Среда	not_set	59	182	32.42
none	not_set	подарок на 8 марта девушке	not_set	Среда	not_set	7	32	21.88
